"Season","Name","playerid","Team","G","PA","AB","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","AVG1","OBP","SLG","OPS","ISO","BABIP","w RC","w RAA","w OBA","wRC+","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%"
"2017","Bartolo Colon","375","ATL","10","15","15","0","0","0","0","0","1","0","0","0","8","0","0","0","1","0","0","0.000000000","0.000000000","0.533333333","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","-2.23372644822408","-4.06372646878769","0","-100","2.000000000","0.250000000","0.500000000","0.250000000","0.000000000","0.000000000","0.000000000","0.000000000","0.4286","0.1429","0.4286","0.5714","0.4286","0.0000"
"2017","Victor Martinez","393","DET","79","324","290","76","56","12","0","8","32","41","29","3","42","3","2","0","11","0","0","0.262068965","0.089506172","0.129629629","0.690476190","0.262068965","0.333333333","0.386206896","0.719540229","0.124137931","0.280991735","36.8757068982427","-2.65229354593111","0.311106570598864","91.8376178512549","1.282352941","0.220883534","0.437751004","0.341365461","0.070588235","0.094117647","0.018348623","1.000000000","0.4200","0.2880","0.2920","0.1360","0.4640","0.4000"
"2017","CC Sabathia","404","NYY","2","4","3","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0.000000000","0.250000000","0.500000000","0.500000000","0.000000000","0.250000000","0.000000000","0.250000000","0.000000000","0.000000000","-0.0105739748367977","-0.498573980320425","0.173205301165581","-2.80091700282477","0.000000000","0.000000000","0.000000000","1.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.0000","0.0000","1.0000","1.0000","0.0000","0.0000"
"2017","Carlos Beltran","589","HOU","82","344","314","72","41","19","0","12","44","39","24","1","74","2","4","0","3","0","0","0.229299363","0.069767441","0.215116279","0.324324324","0.229299363","0.284883720","0.404458598","0.689342318","0.175159235","0.258620689","33.8543251990796","-8.11367527251234","0.292870687847582","82.3986312931464","1.029702970","0.159836065","0.426229508","0.413934426","0.089108910","0.118811881","0.134615384","0.000000000","0.5041","0.2992","0.1967","0.1721","0.4877","0.3402"
"2017","Adrian Beltre","639","TEX","44","186","161","45","26","11","0","8","22","31","21","2","20","2","2","0","2","1","0","0.279503105","0.112903225","0.107526881","1.050000000","0.279503105","0.365591397","0.496894409","0.862485806","0.217391304","0.274074074","29.3023428193893","6.61034256440064","0.362883538331674","124.093645774875","1.294117647","0.181818181","0.461538461","0.356643356","0.117647058","0.156862745","0.045454545","0.000000000","0.4476","0.3636","0.1888","0.1958","0.4336","0.3706"
"2017","Todd Frazier","785","2 Tms","85","349","293","59","28","15","0","16","42","44","48","1","74","5","3","0","6","4","3","0.201365187","0.137535816","0.212034383","0.648648648","0.201365187","0.320916905","0.416382252","0.737299157","0.215017065","0.208737864","41.9133228054232","-0.664677673023245","0.318520257527801","96.876132406549","0.730769230","0.189189189","0.342342342","0.468468468","0.182692307","0.153846153","0.065789473","0.000000000","0.4955","0.2928","0.2117","0.2387","0.4459","0.3153"
"2017","Brandon Phillips","791","ATL","86","350","327","96","63","24","1","8","47","35","15","1","43","7","0","1","11","7","4","0.293577981","0.042857142","0.122857142","0.348837209","0.293577981","0.338108882","0.446483180","0.784592062","0.152905199","0.318840579","47.1741609388281","4.4741604590107","0.335937175771286","104.223098735167","1.614457831","0.235915492","0.471830985","0.292253521","0.108433734","0.096385542","0.029850746","0.000000000","0.3088","0.3544","0.3368","0.2000","0.5333","0.2667"
"2017","Bronson Arroyo","978","CIN","15","29","26","4","4","0","0","0","0","0","0","0","10","0","0","3","0","0","0","0.153846153","0.000000000","0.344827586","0.000000000","0.153846153","0.153846153","0.153846153","0.307692306","0.000000000","0.250000000","-1.01661388488195","-4.55461392463825","0.134824936206524","-28.2468479467715","0.666666666","0.333333333","0.266666666","0.400000000","0.166666666","0.000000000","0.000000000","0.000000000","0.2632","0.4737","0.2632","0.3684","0.5789","0.0526"
"2017","Ichiro Suzuki","1101","MIA","82","124","116","27","23","2","0","2","12","9","6","0","25","1","0","1","1","0","1","0.232758620","0.048387096","0.201612903","0.240000000","0.232758620","0.276422764","0.301724137","0.578146901","0.068965517","0.280898876","8.31517330690579","-6.81282686308666","0.255741089824739","53.1053001807169","3.000000000","0.155555555","0.633333333","0.211111111","0.105263157","0.105263157","0.087719298","0.000000000","0.3913","0.2826","0.3261","0.2717","0.5543","0.1739"
"2017","Marco Estrada","1118","TOR","1","2","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0.000000000","0.000000000","1.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","-0.297830193096544","-0.541830195838358","0","-100","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","","","","","",""
