playerName,mlbID,bgameID,team,batterID,dkPoints,dkPointsPred
"Scooter Gennett",571697,35,NULL,3416,16,NULL
"Scooter Gennett",571697,41,NULL,3416,0,NULL
"Scooter Gennett",571697,42,NULL,3416,2,NULL
"Scooter Gennett",571697,45,NULL,3416,2,NULL
"Scooter Gennett",571697,46,NULL,3416,0,NULL
"Scooter Gennett",571697,49,NULL,3416,16,NULL
"Scooter Gennett",571697,50,NULL,3416,28,NULL
"Scooter Gennett",571697,55,NULL,3416,3,NULL
"Scooter Gennett",571697,57,NULL,3416,0,NULL
"Scooter Gennett",571697,59,NULL,3416,3,NULL
"Scooter Gennett",571697,61,NULL,3416,0,NULL
"Scooter Gennett",571697,62,NULL,3416,0,NULL
"Scooter Gennett",571697,65,NULL,3416,10,NULL
"Scooter Gennett",571697,66,NULL,3416,5,NULL
"Scooter Gennett",571697,68,NULL,3416,0,NULL
"Scooter Gennett",571697,69,NULL,3416,0,NULL
"Scooter Gennett",571697,69,NULL,3416,0,NULL
"Scooter Gennett",571697,72,NULL,3416,12,NULL
"Scooter Gennett",571697,73,NULL,3416,0,NULL
"Scooter Gennett",571697,75,NULL,3416,0,NULL
"Scooter Gennett",571697,78,NULL,3416,3,NULL
"Scooter Gennett",571697,79,NULL,3416,4,NULL
"Scooter Gennett",571697,81,NULL,3416,5,NULL
"Scooter Gennett",571697,82,NULL,3416,5,NULL
"Scooter Gennett",571697,86,NULL,3416,10,NULL
"Scooter Gennett",571697,87,NULL,3416,17,NULL
"Scooter Gennett",571697,88,NULL,3416,0,NULL
"Scooter Gennett",571697,89,NULL,3416,7,NULL
"Scooter Gennett",571697,91,NULL,3416,0,NULL
"Scooter Gennett",571697,92,NULL,3416,0,NULL
"Scooter Gennett",571697,93,NULL,3416,0,NULL
"Scooter Gennett",571697,94,NULL,3416,5,NULL
"Scooter Gennett",571697,95,NULL,3416,10,NULL
"Scooter Gennett",571697,96,NULL,3416,0,NULL
"Scooter Gennett",571697,98,NULL,3416,9,NULL
"Scooter Gennett",571697,99,NULL,3416,6,NULL
"Scooter Gennett",571697,102,NULL,3416,10,NULL
"Scooter Gennett",571697,104,NULL,3416,2,NULL
"Scooter Gennett",571697,105,NULL,3416,0,NULL
"Scooter Gennett",571697,106,NULL,3416,2,NULL
"Scooter Gennett",571697,108,NULL,3416,0,NULL
"Scooter Gennett",571697,109,NULL,3416,0,NULL
"Scooter Gennett",571697,110,NULL,3416,0,NULL
"Scooter Gennett",571697,111,NULL,3416,9,NULL
"Scooter Gennett",571697,112,NULL,3416,71,NULL
"Scooter Gennett",571697,113,NULL,3416,5,NULL
"Scooter Gennett",571697,114,NULL,3416,13,NULL
"Scooter Gennett",571697,116,NULL,3416,7,NULL
"Scooter Gennett",571697,118,NULL,3416,5,NULL
"Scooter Gennett",571697,120,NULL,3416,0,NULL
"Scooter Gennett",571697,123,NULL,3416,0,NULL
"Scooter Gennett",571697,124,NULL,3416,20,NULL
"Scooter Gennett",571697,125,NULL,3416,25,NULL
"Scooter Gennett",571697,126,NULL,3416,4,NULL
"Scooter Gennett",571697,127,NULL,3416,5,NULL
"Scooter Gennett",571697,129,NULL,3416,19,NULL
"Scooter Gennett",571697,130,NULL,3416,10,NULL
"Scooter Gennett",571697,131,NULL,3416,27,NULL
"Scooter Gennett",571697,132,NULL,3416,7,NULL
"Scooter Gennett",571697,133,NULL,3416,9,NULL
"Scooter Gennett",571697,134,NULL,3416,16,NULL
"Scooter Gennett",571697,135,NULL,3416,0,NULL
"Scooter Gennett",571697,137,NULL,3416,9,NULL
"Scooter Gennett",571697,138,NULL,3416,7,NULL
"Scooter Gennett",571697,139,NULL,3416,20,NULL
"Scooter Gennett",571697,140,NULL,3416,16,NULL
"Scooter Gennett",571697,141,NULL,3416,15,NULL
"Scooter Gennett",571697,142,NULL,3416,13,NULL
"Scooter Gennett",571697,144,NULL,3416,16,NULL
"Scooter Gennett",571697,145,NULL,3416,0,NULL
"Scooter Gennett",571697,147,NULL,3416,22,NULL
"Scooter Gennett",571697,148,NULL,3416,12,NULL
"Scooter Gennett",571697,149,NULL,3416,0,NULL
"Scooter Gennett",571697,152,Reds,3416,8,7.663
"Scooter Gennett",571697,153,Reds,3416,3,5.550
"Scooter Gennett",571697,154,Reds,3416,7,10.347
"Scooter Gennett",571697,155,Reds,3416,8,6.260
